"$\rho$ g/cm${^3}$" "T (K)" $M(t=0)$ $\alpha_{alt}$ $k_{alt}$ $s_{alt}$ $\alpha_{CAK}$ $k_{CAK}$ "$\dot{M}_{alt}$ ($M_\odot$/yr)" "$\dot{M}_{CAK}$ ($M_\odot$/yr)" "$\dot{M}_{crit,alt}$ ($M_\odot$/yr)" "$\dot{M}_{crit,CAK}$ ($M_\odot$/yr)"
3e-18 6941.58 3.7056249087708744 0.5269067478640731 0.012827350179272019 3.297257894288018 0.5259953066947004 0.012858412961810868 nan 1.8103689185425325e-17 nan 7.226104873004684e-16
3e-18 7126.29 4.67094770199012 0.5468622237341418 0.011515305118775023 3.587349455459185 0.5418287441281081 0.011601131360196042 nan 4.6030142092699354e-17 nan 3.9888495445980095e-16
3e-18 7315.91 5.991462632762594 0.5707384511290565 0.010776998558438161 3.3746848374803657 0.5622814848705574 0.010893702443679739 nan 1.4957064904235068e-16 nan 2.2470428258268317e-16
3e-18 7510.58 7.849691352845814 0.5938791116664893 0.010499117053882904 3.2458110939925917 0.579145841592221 0.010682001978199832 nan 4.127710567549849e-16 nan 1.3597820314785049e-16
3e-18 7710.42 10.516797326034663 0.6123318641339224 0.010616940001147813 3.4203621677811458 0.5900142321174258 0.010901185970092512 nan 8.948770728227352e-16 nan 1.6524623630754164e-16
3e-18 7915.59 14.098325917886022 0.6238600457716035 0.011139188828084855 3.7013314980803798 0.595496184051844 0.011533009547195598 nan 1.6072924702280227e-15 nan 3.0401317172016096e-16
3e-18 8126.21 18.09728004365145 0.627973844264494 0.012120272118163892 3.8513816206622606 0.5958624548860326 0.012619507099206603 nan 2.456777221921516e-15 nan 6.551858255760008e-16
3e-18 8342.44 21.679125123674286 0.6253690681717434 0.013617256173964958 3.862049072560782 0.5920703234557491 0.01421117793977516 nan 3.3303204219766653e-15 nan 1.4334413724104584e-15
3e-18 8564.43 24.643747977131728 0.6174783501188076 0.01567902288061864 3.790415910868815 0.5856324375283344 0.0163452626727347 nan 4.219961634380493e-15 nan 2.9707423748099817e-15
3e-18 8792.32 27.45057885623319 0.6064598140901085 0.018346910050428048 3.6950100171504743 0.577904454179172 0.01905822311995452 nan 5.221097890819505e-15 nan 5.738041434220995e-15
3e-18 9026.27 30.321371696475712 0.5946669212128125 0.021631649409916853 3.6092028706521195 0.5703875703953569 0.02235733684465565 nan 6.623290063248142e-15 nan 1.1007398365000575e-14
3e-18 9266.45 33.01340869557733 0.583737956861766 0.025491716221770225 3.4315107391839645 0.5639475025074494 0.026195161411474325 nan 8.816533815301235e-15 nan 1.917247983306038e-14
3e-18 9513.02 35.60601243971484 0.5744228950287656 0.02979906619200034 3.0695843054774077 0.5577863187226391 0.0304738953957638 nan 1.1795368884798368e-14 nan 3.0064632281978267e-14
3e-18 9766.15 39.081192773303115 0.567042373640663 0.03421522542570457 2.7317330696938757 0.551050674077487 0.03493577902962026 nan 1.5105557351378305e-14 nan 4.377452590941271e-14
3e-18 10026.01 44.48202960041093 0.5619730815227069 0.037974684544496526 2.746096676699854 0.5449750366931274 0.03885487802280857 nan 1.8909211536409293e-14 nan 6.142047388038864e-14
3e-18 10292.79 52.384400196755784 0.560763280886101 0.039877547972375305 3.2847683184558942 0.5411779067555226 0.04104853285409068 nan 2.37353706127152e-14 nan 8.580313405600388e-14
3e-18 10566.67 63.026390945660204 0.5648894811077998 0.0393062049897807 4.082901026069805 0.5416249890565765 0.04080942573049741 nan 3.170058064366198e-14 nan 1.2210120135458294e-13
3e-18 10847.84 75.75645469453755 0.5731489208801078 0.03712566775917037 4.071341883894746 0.5481397264688036 0.03870841820113871 nan 4.930846221207929e-14 nan 1.7899830250422642e-13
3e-18 11136.49 89.46948012169614 0.5837620521225391 0.03444442407648928 3.3769499285018214 0.5604797703520175 0.03577131980380077 nan 9.025641974854628e-14 nan 2.7178690414050615e-13
3e-18 11432.82 104.09141012662394 0.5961829967559485 0.031624766999632674 2.7473351453333015 0.576448079817481 0.032574256487740615 nan 1.7878860767273333e-13 nan 4.22137529509758e-13
3e-18 11737.03 120.27929231709464 0.6100752129932333 0.028763788132843065 2.3190431167471437 0.5927951292925289 0.029432154756440943 nan 3.422371109667926e-13 nan 6.399230082485008e-13
3e-18 12049.34 138.48015907863658 0.6241524028450774 0.02623179902452525 2.027951780487137 0.606905820587039 0.026770555742672158 nan 5.977897004418269e-13 nan 9.248487595423254e-13
3e-18 12369.96 158.7144886852498 0.6363471135014924 0.02456631630799604 1.8081941109613273 0.6172367558103131 0.02507729867544092 nan 9.538179903170616e-13 nan 1.282685581299279e-12
3e-18 12699.11 180.697197128013 0.6448876477568515 0.02408659890276673 1.6296865336946265 0.6231605364269837 0.02462302649365886 nan 1.4200682848662194e-12 nan 1.6884934260656507e-12
3e-18 13037.02 204.4022865446142 0.6487954470090712 0.024818627285172548 1.5011959002061122 0.6248401205593518 0.025404647796653232 nan 2.008595609633573e-12 nan 2.121138520103216e-12
3e-18 13383.92 231.40766119143422 0.6475913429254921 0.026667275606672976 1.4659293746526971 0.6218283529514403 0.027331077569400557 nan 2.6497354915629813e-12 nan 2.836375886965487e-12
3e-18 13740.05 265.31738941820913 0.641754090448014 0.029577361259543987 1.5780706161871367 0.6143299227296211 0.03036845267739078 nan 3.2451894788834404e-12 nan 3.963462104765404e-12
3e-18 14105.65 312.08408900585687 0.6332466129239042 0.03356187102395117 1.8461435787003762 0.6038488352258198 0.03456021940239268 nan 3.809429053846948e-12 nan 5.635261697234669e-12
3e-18 14480.99 384.526402828398 0.624300531394906 0.03858886834527451 1.9730372343270919 0.5921391199119898 0.03991316080867993 nan 4.4455207655328095e-12 nan 8.049722117441123e-12
3e-18 14866.31 497.86132813615325 0.6153768429149309 0.044504674523823826 1.645543256388152 0.5815424937317621 0.04614729356768176 nan 5.404174822052175e-12 nan 1.145552973465184e-11
3e-18 15261.89 634.8448513706561 0.6053321455581411 0.05094587185243378 1.3370957379079642 0.5747574144477908 0.052483521546297096 2.2710775894300942e-13 7.1932401614772896e-12 nan 1.61897039641436e-11
3e-18 15667.99 750.8466415175293 0.5943314422279198 0.05706041352991658 1.209413735135913 0.5728345683505665 0.05780345031361608 1.5950506773616093e-12 1.04880885441674e-11 7.257865636763682e-13 2.2976830818389864e-11
3e-18 16084.89 831.8566019375045 0.5844554043795149 0.061780695247439635 1.2030819722620536 0.5747795121377695 0.06127123214551035 3.8224840835811244e-12 1.5985390554447845e-11 6.1252373376286475e-12 3.3910536597784987e-11
3e-18 16512.89 888.5314185639251 0.5788045210240189 0.06388639354860605 1.2540419440326502 0.5790061231162521 0.06226923037512516 7.399215938394008e-12 2.4037033939362826e-11 1.820778961022983e-11 5.054254493659266e-11
3e-18 16952.28 929.0316707868697 0.580441805856845 0.06208747335119183 1.2779056819393888 0.5845746074283907 0.06011022416575024 1.2721147057709862e-11 3.409879299919309e-11 4.0067587377679313e-11 7.557592706718964e-11
3e-18 17403.36 956.0322861916247 0.5886739665064098 0.05698361287333725 1.2396985345358953 0.5927486582433824 0.05520567668364956 2.0101872575729693e-11 4.7255950507418264e-11 7.656489789716474e-11 1.1304266674993538e-10
3e-18 17866.45 974.7798880322019 0.5990690764384482 0.050893176013927795 1.1946153409090665 0.6054285649632631 0.04919663150630526 3.037289656905089e-11 6.911714296847479e-11 1.3399322111943791e-10 1.6930172746702844e-10
3e-18 18341.85 992.4517318531806 0.6084964167189187 0.04555234801801167 1.1781587816914083 0.6213407478616194 0.04369568451553807 4.5097293408630544e-11 1.07069156150911e-10 2.2112858015630381e-10 2.5425276588840505e-10
3e-18 18829.91 1007.0222529749008 0.6166238342836154 0.04157208944151624 1.1815350980702402 0.636529301712186 0.03959716898695069 6.656054420308617e-11 1.6528518444963255e-10 3.519475182294079e-10 3.825047891688522e-10
3e-18 19330.95 1001.9126698654908 0.6240688625067786 0.03904739066165927 1.1781785865440155 0.6476692961842286 0.03716326101484107 9.748393458432524e-11 2.4259558553133967e-10 5.369534623613344e-10 5.741320522499042e-10
3e-18 19845.32 944.0798418130103 0.631305633844389 0.037907594013348554 1.1540372665798078 0.6530937616651178 0.03633998918869775 1.411689162021664e-10 3.3262747782520663e-10 8.003967472283612e-10 8.623880586116058e-10
3e-18 20373.38 798.5806499913847 0.6384316909260038 0.03797134963318113 1.1343808071482193 0.6520745845746514 0.03696325843024483 2.0167711747056145e-10 4.222009158902396e-10 1.1799074351721391e-09 1.2922970111679524e-09
3e-18 20915.5 589.8167440815163 0.6443483066697586 0.0390630818173402 1.1956723871423136 0.6462060950360153 0.03878358426317799 2.8871049911189364e-10 5.091390039911628e-10 1.7181293921699314e-09 1.9194791525753965e-09
3e-18 21472.03 413.75051776437687 0.6471777929256136 0.041013805435113945 1.4545474559766092 0.638541450275607 0.041434794002248004 4.3929990131154417e-10 6.103758915595885e-10 2.476046349206219e-09 2.8155109106585525e-09
3e-18 22043.38 323.28354903021767 0.6479516696115645 0.04333000075353388 1.9668816480425546 0.631089792252182 0.04439006764481461 7.182466497005637e-10 7.409348809136484e-10 3.5565499862984824e-09 4.079431719247589e-09
3e-18 22629.93 300.95841951475387 0.6490616425784042 0.04522232402789095 2.4619042349542504 0.6254461919186747 0.04687420738367491 1.1364153244406208e-09 9.154663273473121e-10 5.054000501471667e-09 5.775288255175931e-09
3e-18 23232.08 318.20606858281565 0.6516671585929484 0.04583071973943181 2.6073499272010254 0.6226031229219009 0.0479004461687996 1.6599208767003461e-09 1.1389203130264255e-09 6.714258439996325e-09 7.511457118820143e-09
3e-18 23850.26 355.87903589347115 0.6570626408863397 0.044433696476174615 2.4672773602431497 0.6231710136935394 0.04669343332082541 2.281996578631951e-09 1.4075224740163694e-09 8.79928877066314e-09 9.592996409153694e-09
3e-18 24484.89 399.33747017451725 0.6653121342731009 0.04134189809810418 2.204584478408422 0.6273719007084025 0.04358816358050908 3.014410660841342e-09 1.7413178014083927e-09 1.1437691666244765e-08 1.2183072782164135e-08
3e-18 25136.4 442.28684180847364 0.674410664626811 0.03780957542166916 1.8696483371873014 0.6349926234790589 0.03986671170517814 3.839987277751265e-09 2.2206153452566956e-09 1.4802726403493098e-08 1.5471971566506913e-08
3e-18 25805.26 486.3403399787081 0.6818743571349367 0.03483280488389837 1.5148934483405776 0.6445404688768976 0.03656496792158559 4.6796218058034245e-09 2.9331297431311936e-09 1.9177130050248336e-08 1.9756887325781448e-08
3e-18 26491.9 531.4004285811454 0.686210399106715 0.03287409428730789 1.2581006088751292 0.6550043881550126 0.03415748227012809 5.552513307426706e-09 4.023192988421809e-09 2.4960767987854775e-08 2.5452186880293802e-08
3e-18 27196.82 574.1518357268317 0.6875423231512714 0.03208208903094784 1.106984987641914 0.6656102587971549 0.03285052222241495 6.660645615105589e-09 5.7320849295344054e-09 3.2465850454556273e-08 3.2860618112281896e-08
3e-18 27920.5 612.6073928172367 0.6869670709356389 0.0323911284402937 1.0139259618976761 0.6742449241790974 0.03268756181458376 8.244477149019703e-09 8.239136558530042e-09 4.247567177038582e-08 4.276240916501398e-08
3e-18 28663.43 648.7768702553442 0.6853169692145071 0.033596857973740735 0.9530371784394766 0.678131258082639 0.03357753790099103 1.0546575170246117e-08 1.1420189631198576e-08 5.70806512604125e-08 5.7277556924212534e-08
3e-18 29426.13 683.0383338267295 0.6824632045019701 0.03534717250935432 0.9259655223794961 0.6762284321333658 0.03522549286944466 1.3758729887187202e-08 1.487537114762868e-08 7.827405439453091e-08 7.839176048561785e-08
3e-18 30209.12 710.24648315688 0.6788574524832057 0.03706464343435241 0.929925181628004 0.6713117908385338 0.037019147772033655 1.793369281728612e-08 1.85707527145412e-08 1.0877853591597986e-07 1.0883534034259122e-07
3e-18 31012.95 730.8124792250675 0.6770126420576538 0.03811418854189711 0.945312205976839 0.6675969125295951 0.038271342011023314 2.3360339961591226e-08 2.3105632699026464e-08 1.525702599376218e-07 1.525940497402342e-07
3e-18 31838.17 759.5200857736979 0.6778470747193456 0.03848208631398405 0.9693906759053936 0.6677969406759062 0.038829171773428844 3.081140924261491e-08 2.969678031400596e-08 2.154876330603408e-07 2.154973777425166e-07
3e-18 32685.35 807.2066226501213 0.6790478272790814 0.038883755140170916 1.0355396871028681 0.6712364339298837 0.03923895845130522 4.1202398155416585e-08 3.9769835075641453e-08 3.063257566840385e-07 3.0632958601202045e-07
3e-18 33555.07 865.1168376421068 0.6778701924619516 0.0399621669629949 1.1657374972037782 0.674395840659765 0.04008883066100423 5.452354441752452e-08 5.379372640250689e-08 4.248121433016734e-07 4.2481331848286397e-07
3e-18 34447.93 909.4716409802991 0.6740811308998446 0.04176698401563584 1.2738884361386056 0.6762181592069229 0.04142853116014784 7.018246649193722e-08 7.251698600941353e-08 5.805741250778281e-07 5.805745108287408e-07
3e-18 35364.55 922.8910218310488 0.6705345709950249 0.04383001329713598 1.1926712681062335 0.6790890827585986 0.04290676203762972 8.985043302159005e-08 9.933948405119807e-08 7.845649225896435e-07 7.845650569530197e-07
3e-18 36305.56 915.2369671689402 0.6693546077883886 0.04588983648166685 1.0124316161809646 0.683622854317937 0.04444299230874972 1.1682726407501875e-07 1.3876279727282867e-07 1.0534823229332634e-06 1.053482387368566e-06
3e-18 37271.61 902.0346794036054 0.6693063034960014 0.048147464305195925 0.8825146194725151 0.6872805824426218 0.04629982202993888 1.538522185913622e-07 1.9276770683648624e-07 1.411516293572024e-06 1.4115163442464988e-06
3e-18 38263.36 886.8680312499621 0.6688984724064793 0.05028756682375177 0.8152790685986455 0.6891002708012374 0.04814822439955708 2.0208644216823304e-07 2.6079107680854746e-07 1.8916139117774725e-06 1.8916139605678603e-06
3e-18 39281.5 864.3673663197862 0.6679418764096949 0.05127127750073673 0.7915014290415789 0.6915406639956785 0.04887092042999998 2.581447447826179e-07 3.4291498409920214e-07 2.527157443774633e-06 2.5271575356295e-06
3e-18 40326.74 820.2893492102802 0.6669363357845056 0.05061643089375397 0.7954316043299984 0.696020606479187 0.04797981209539076 3.1761108464561387e-07 4.393620843025312e-07 3.293304048952301e-06 3.2933048950402433e-06
3e-18 41399.79 727.8151372798856 0.6684429537311206 0.048986763071782735 0.8022180837495103 0.7013595714941614 0.04636141355689091 3.8996566090725447e-07 5.546477524508902e-07 4.359971504993652e-06 4.3599775329216676e-06
3e-18 42501.39 564.0799006113722 0.6760932866995831 0.04720168246622259 0.7875351080133906 0.7053126327029862 0.04508951666272916 5.012755345250461e-07 6.956203109846854e-07 5.875725453411947e-06 5.875753860032788e-06
3e-18 43632.3 365.362003341738 0.6872533989906305 0.046283974099995365 0.7874409342614858 0.70513295545697 0.045002526855107736 6.779035721166007e-07 8.678058756570783e-07 8.068161585986155e-06 8.068261037085312e-06
3e-18 44793.3 213.93561636498106 0.6796755871532505 0.05002783818443442 0.9396230455079323 0.6870392111283239 0.04943407786438894 9.192557082860286e-07 1.0434542179034139e-06 1.1289836515909964e-05 1.1290101572044524e-05
3e-18 45985.2 136.02398635136942 0.6223890049136692 0.07322574438349347 1.666751205299803 0.6167909451848376 0.0736391913018406 1.264914923100384e-06 1.210841443674837e-06 1.6112912774795212e-05 1.6113462749850188e-05
3e-18 47208.81 106.80058164260606 0.5372309502651146 0.15564548438444095 3.6006838617790846 0.5165026928936399 0.1599804993761633 2.6592883311012973e-06 2.278622048393743e-06 2.3496980840044533e-05 2.3497919992496978e-05
3e-18 48464.99 104.17046088080939 0.4744179817251042 0.38847841218962703 2.4008625061990063 0.492332106901109 0.38180211995078656 1.3451337456562453e-05 1.4666699452380931e-05 3.372738213203207e-05 3.3728662522045e-05
3e-18 49754.58 132.06031164676838 0.7946813174890569 1.0440444958454753 0.3903644813432107 0.5806261875201786 0.7178926771272938 0.00010991427580629546 0.00010056483396875166 4.889236544696308e-05 4.889371194160789e-05
3e-18 51078.49 261.6970495336741 0.9146703117565235 1.3498578329862476 0.42721777982735437 0.686388316639794 1.0407378352329475 0.0003450658859738051 0.00030484674993139037 7.305471278234244e-05 7.305584167829452e-05
3e-18 52437.63 761.5903853219587 0.9006122493675751 1.3593819310408224 0.5419791482410838 0.771476519560695 1.2845547699720958 0.0006316593096970948 0.0005852028091413016 0.0001139526704168677 0.00011395344688228958
3e-18 53832.94 2466.249878192635 0.9143433693445588 1.494198971453677 0.557851322356731 0.8360972302163902 1.4608251716003458 0.0009528692034584611 0.0009195669215922276 0.00018882717285173645 0.0001888276449578148
3e-18 55265.37 7844.448321667345 0.9271398044148044 1.625326266547131 0.5474665666637922 0.8817690538136989 1.5997002721971363 0.0013353772911191956 0.0013163616709804611 0.0003427361523924519 0.00034273643737617386
3e-18 56735.92 23755.763398111925 0.9360459284298149 1.7450180678703113 0.5363889696013986 0.9123868966662467 1.7184507273009426 0.0018085503843413649 0.0017991919569497914 0.0007325964783828643 0.0007325966285893127
3e-18 58245.59 66626.66490089097 0.9424443664446706 1.853229623566182 0.5278487003460247 0.9320145103073231 1.8232989073720816 0.0024373872043905475 0.002429243280736845 0.002300261768270776 0.0023002618272883247
3e-18 59795.44 162618.8464631508 0.9472399568527914 1.948012026562125 0.5214197001202002 0.9437271990258032 1.915248855849269 nan nan nan nan
3e-18 61386.53 313335.3355096473 0.9505771691007044 2.0268039351282927 0.5169850440018345 0.950087140211454 1.9924138807509575 nan nan nan nan
3e-18 63019.95 452566.86866298446 0.9525307464462733 2.089982783920934 0.514535580800074 0.9532058007575175 2.0545122471785007 nan nan nan nan
3e-18 64696.84 522173.1048658746 0.9535101773985515 2.1424185045853874 0.5135817384195936 0.9545549561454106 2.1060368998232852 nan nan nan nan
3e-18 66418.34 531649.4767840604 0.95398766315714 2.1889334315517934 0.5135196868017061 0.9550453814387674 2.151759835057747 nan nan nan nan
3e-18 68185.66 502831.1608618228 0.9542135825963589 2.2310232259399783 0.514036499573109 0.9550951878213442 2.1931283748059767 nan nan nan nan
3e-18 70000.0 437544.7476540721 0.9540719941331833 2.2681167816106793 0.5151678959544413 0.9545370108769644 2.2295360908970467 nan nan nan nan
1e-17 5200.0 107.01946759507038 0.6055174433290084 0.05755538033519543 0.9587459853805235 0.6074766536178972 0.0572052629500957 nan 6.529123711016665e-16 nan 6.088607038534578e-16
1e-17 5338.37 89.69691883191337 0.6087860226254475 0.059949829575249726 1.0008602010831422 0.6095917705370495 0.05971437639079277 nan 9.805295308924676e-16 nan 9.566571745620808e-16
1e-17 5480.41 67.86425264483087 0.6105356268844875 0.06091923228575898 1.0712534185108893 0.6105988072686479 0.06077246581618404 nan 1.348151321687158e-15 nan 1.397503030775461e-15
1e-17 5626.24 46.214665188973974 0.6108893475107151 0.05930959338424627 1.1305599147836978 0.6090316673616203 0.05926345688371787 nan 1.5582541941052504e-15 nan 1.895695688364917e-15
1e-17 5775.95 28.40035244504732 0.6109318535800963 0.055058134495685945 1.1575411444939694 0.6049201267631923 0.055131468843643276 nan 1.5052014637510821e-15 nan 2.443484221455138e-15
1e-17 5929.64 16.38051680369491 0.6101678851396571 0.04919280465275573 1.188764395365198 0.5991844343592582 0.04933083308821395 nan 1.2741838889391428e-15 nan 3.0088242004878847e-15
1e-17 6087.42 9.428191118880752 0.6056758334941424 0.04282211100124908 1.272258437565889 0.5914569489567539 0.04297035376880212 nan 9.448367520578525e-16 nan 3.533897889565904e-15
1e-17 6249.4 5.785444296441135 0.5956274583233248 0.03665292181025664 1.3967783056096363 0.5802785163446724 0.036807535976719784 nan 5.809692652276168e-16 nan 3.387969659816813e-15
1e-17 6415.69 4.079229492849655 0.5825387423557091 0.031097431849000625 1.4241509204150211 0.5655587887022723 0.03125216831561512 nan 2.933688508527585e-16 nan 2.6785086842633893e-15
1e-17 6586.4 3.473919571935456 0.5670022626392951 0.026349432995699824 1.3382981840574766 0.5492095617145838 0.02648145853827148 nan 1.315073263227527e-16 nan 1.89328106187031e-15
1e-17 6761.66 3.5135174072371003 0.5444209379418395 0.02244231262441612 1.3990943487045464 0.5343776524105963 0.022531717101581854 nan 6.123373346932226e-17 nan 1.2458921706744629e-15
1e-17 6941.58 3.9802199360561787 0.5223236277473157 0.019412118302064817 1.896704092017201 0.5247890789471735 0.01937888695096626 nan 3.702219667346381e-17 nan 7.226104873004684e-16
1e-17 7126.29 4.790672778875391 0.520128077710367 0.017027633949028922 2.927976724242994 0.5241955493932577 0.016980182791188455 nan 3.719894024639436e-17 nan 3.9888495445980095e-16
1e-17 7315.91 5.94317503067395 0.5345581062483187 0.01524466649672424 3.5401397619096127 0.5339128778617684 0.015290173453005169 nan 6.776699405992655e-17 nan 2.2470428258268317e-16
1e-17 7510.58 7.507552056871336 0.5548633441365342 0.014155094565671657 3.512727121625099 0.5495435454497474 0.014268757207219708 nan 1.7290381384633334e-16 nan 1.3597820314785049e-16
1e-17 7710.42 9.645483698296616 0.5760074376289263 0.013663145766317211 3.3520032955405035 0.5639749589307492 0.01386884210272342 nan 4.27585526166356e-16 nan 1.6524623630754164e-16
1e-17 7915.59 12.611967280947214 0.5941698811266755 0.013679342623010037 3.4188541194006037 0.5739615994211278 0.014018949742187876 nan 8.934157802907477e-16 nan 3.0401317172016096e-16
1e-17 8126.21 16.570821726240407 0.6067313339171156 0.014194830223196345 3.6636608179197148 0.5793420886944184 0.014685950602981182 nan 1.594917447495903e-15 nan 6.551858255760008e-16
1e-17 8342.44 21.162058380581975 0.6127046002729857 0.015263042450989778 3.859468743070653 0.5804195290646454 0.015902440689988296 nan 2.4946672552952924e-15 nan 1.4334413724104584e-15
1e-17 8564.43 25.501161210442092 0.6123294615077549 0.01695406560886046 3.9125729962257028 0.5782150632979883 0.017720688432996408 nan 3.575444442447226e-15 nan 2.9707423748099817e-15
1e-17 8792.32 29.115189649169967 0.6066130768639562 0.019330920607753214 3.8369010318343575 0.5738807855482694 0.020184010207392113 nan 4.8903781839324455e-15 nan 5.738041434220995e-15
1e-17 9026.27 32.41073037607628 0.5973182030168479 0.022442308475249226 3.6660414273758164 0.5684216949737039 0.023327913120746228 nan 6.583617211847394e-15 nan 1.1007398365000575e-14
1e-17 9266.45 35.83430283537562 0.5866960412257947 0.0262972177964444 3.465530191666444 0.5630375809892377 0.027155971904739586 nan 9.055125318831662e-15 nan 1.917247983306038e-14
1e-17 9513.02 39.27778768531656 0.5765908996729855 0.030845449593845747 3.2135038802750677 0.5583971494821517 0.031622515069305024 nan 1.2921328120144957e-14 nan 3.0064632281978267e-14
1e-17 9766.15 42.67771072547011 0.5680185840494331 0.035946335335744414 2.8478830821984253 0.5539210972216926 0.03663091566857192 nan 1.8491879526883885e-14 nan 4.377452590941271e-14
1e-17 10026.01 46.869977743114795 0.5612633814316135 0.04127082514411885 2.503171030323811 0.5490182144570178 0.04193288846923166 nan 2.5603901709405583e-14 nan 6.142047388038864e-14
1e-17 10292.79 53.065070901581244 0.556092023961747 0.04610957445991963 2.4329910956326413 0.5445079508178768 0.04683956582424299 nan 3.461786464791592e-14 nan 8.580313405600388e-14
1e-17 10566.67 61.98830203379839 0.5532842468755264 0.049218495742088954 2.7971460475932917 0.5412255616126994 0.050131179232910536 nan 4.562060377987007e-14 nan 1.2210120135458294e-13
1e-17 10847.84 73.90415394887343 0.5549098113442473 0.04951387117522526 3.540676719642018 0.5403979617652078 0.050757599885999344 nan 5.991717856144483e-14 nan 1.7899830250422642e-13
1e-17 11136.49 88.28180555927977 0.5611562147265339 0.04742134001825002 3.8483271087962705 0.5438050936697274 0.04891384274561481 nan 8.464809253413463e-14 nan 2.7178690414050615e-13
1e-17 11432.82 103.9653717235603 0.5703498388233992 0.044279488476461626 3.3710517155810464 0.5520345892944197 0.045697557950035335 nan 1.34794839267369e-13 nan 4.22137529509758e-13
1e-17 11737.03 120.67463595568557 0.5815248398838624 0.04082441389808375 2.7889920059274926 0.5637792732325188 0.04196741183030513 nan 2.33082625415615e-13 nan 6.399230082485008e-13
1e-17 12049.34 139.0977940372767 0.5941628455693341 0.03729381316541941 2.375633850275002 0.5763321785944022 0.03820603967826328 nan 3.9976827084479434e-13 nan 9.248487595423254e-13
1e-17 12369.96 159.838716106032 0.6071742912197531 0.03407247638963926 2.105071579674542 0.5871729643661086 0.03490522323534804 nan 6.389389173835443e-13 nan 1.282685581299279e-12
1e-17 12699.11 183.03658358704087 0.6188097384212731 0.03177304768730249 1.9095170920407372 0.5949273352679485 0.03264190281654024 nan 9.48795089551655e-13 nan 1.6884934260656507e-12
1e-17 13037.02 208.49837668666973 0.6274817970986718 0.030839063291599023 1.7480791914543796 0.5994329551595322 0.031796666900245324 nan 1.3518263391823163e-12 nan 2.121138520103216e-12
1e-17 13383.92 236.12968646037461 0.6322351829855404 0.031379193689535345 1.6227246925336458 0.6010826949967595 0.03244104282971872 nan 1.8985393910464126e-12 nan 2.836375886965487e-12
1e-17 13740.05 267.0736864170635 0.6325737402362422 0.03331360579631258 1.5743964583488 0.5993051715170833 0.03450861421765425 nan 2.5756608366981236e-12 nan 3.963462104765404e-12
1e-17 14105.65 304.54884322298926 0.6287391208910421 0.0365447679553329 1.6589745130611833 0.5938508776553012 0.037935854496596 nan 3.3164588365094402e-12 nan 5.635261697234669e-12
1e-17 14480.99 353.9226042110123 0.6221080612824998 0.04105272532631528 1.8997787183791008 0.5857325899968745 0.04273102506758916 nan 4.1299757995095055e-12 nan 8.049722117441123e-12
1e-17 14866.31 425.6045404188901 0.6144622606256619 0.04681869174651161 2.0891253436887 0.5765637999517914 0.04888470266105771 nan 5.1494099869130034e-12 nan 1.145552973465184e-11
1e-17 15261.89 533.463563185082 0.6065968144512255 0.05368193570011642 1.8232942744406815 0.5684460002282691 0.056110327903030145 nan 6.708218858926786e-12 nan 1.61897039641436e-11
1e-17 15667.99 667.8954735366862 0.5980686394442536 0.061220399479480145 1.4511230844092629 0.5634959677217539 0.06361111054548371 1.9050029829079038e-12 9.45488973794406e-12 7.257865636763682e-13 2.2976830818389864e-11
1e-17 16084.89 788.4110120268216 0.5887910938076567 0.06851986543485722 1.2541194556650404 0.5624848113679215 0.070148295195436 4.903285732120413e-12 1.429484168871381e-11 6.1252373376286475e-12 3.3910536597784987e-11
1e-17 16512.89 874.7352671027161 0.5801533127015136 0.07434344465645376 1.192424810503055 0.564664071925202 0.07464522590659924 8.786929643453075e-12 2.2209146567399638e-11 1.820778961022983e-11 5.054254493659266e-11
1e-17 16952.28 934.5233595465728 0.5744786539124573 0.07738132144956514 1.204342337492498 0.5686074500807822 0.0763814668197745 1.4597504513624706e-11 3.366964128907333e-11 4.0067587377679313e-11 7.557592706718964e-11
1e-17 17403.36 976.7928308771753 0.5745663264822929 0.07614742300632361 1.2266572500060635 0.5730145474623177 0.0745749767574052 2.3289976435028854e-11 4.7343471184921624e-11 7.656489789716474e-11 1.1304266674993538e-10
1e-17 17866.45 1004.6841590269186 0.5809138430124331 0.07077278255851707 1.2140352195150765 0.5788837319642556 0.0693550853104565 3.559707755991799e-11 6.323293350156697e-11 1.3399322111943791e-10 1.6930172746702844e-10
1e-17 18341.85 1022.327582036139 0.5902334513705296 0.06362422815605455 1.1863411930914296 0.5887532695117079 0.062342952074842986 5.244424291014986e-11 8.761411210083813e-11 2.2112858015630381e-10 2.5425276588840505e-10
1e-17 18829.91 1037.1634413709328 0.5992493575447548 0.056936510029246934 1.1762671245319 0.6025930195504017 0.055462974326945275 7.556333610036743e-11 1.3000434317731177e-10 3.519475182294079e-10 3.825047891688522e-10
1e-17 19330.95 1049.9325589270984 0.6071180895299558 0.05170123134908538 1.186662510971437 0.6172501104793926 0.049982687587538314 1.0820636165200624e-10 1.9764825105025398e-10 5.369534623613344e-10 5.741320522499042e-10
1e-17 19845.32 1047.4614451059613 0.6142742786205545 0.04816439626680922 1.1978115154121096 0.6293329889811199 0.046405871222815906 1.5504786715042397e-10 2.9291698364524216e-10 8.003967472283612e-10 8.623880586116058e-10
