"$\rho$ g/cm${^3}$" "T (K)" $M(t=0)$ $\alpha_{alt}$ $k_{alt}$ $s_{alt}$ $\alpha_{CAK}$ $k_{CAK}$ "$\dot{M}_{alt}$ ($M_\odot$/yr)" "$\dot{M}_{CAK}$ ($M_\odot$/yr)" "$\dot{M}_{crit,alt}$ ($M_\odot$/yr)" "$\dot{M}_{crit,CAK}$ ($M_\odot$/yr)"
1e-20 31012.95 803.8322861062481 0.7124135101884995 0.02309191240831427 0.9306983517693278 0.7445987539541227 0.02188443300779463 1.9080494856209267e-08 3.181622689194412e-08 1.525702599376218e-07 1.525940497402342e-07
1e-20 31838.17 850.4996735848823 0.7098405967019155 0.024462509048149426 0.8184182018329762 0.7511147459673794 0.022860010353407102 2.373140706730349e-08 4.525836981664635e-08 2.154876330603408e-07 2.154973777425166e-07
1e-20 32685.35 869.7384723217145 0.7052548427555155 0.026336246386315976 0.7619432401763442 0.7513242697766181 0.02440607789829846 2.999131715387409e-08 6.080689819047525e-08 3.063257566840385e-07 3.0632958601202045e-07
1e-20 33555.07 875.7423363507693 0.698297539221902 0.028345949524132382 0.7538180131430792 0.745982835224392 0.026163442950906977 3.803152988231433e-08 7.657955876972814e-08 4.248121433016734e-07 4.2481331848286397e-07
1e-20 34447.93 869.0217154791133 0.6895555482598232 0.02972083124571026 0.7879553084841007 0.7397847652417561 0.027312537805961146 4.672788033513317e-08 9.234931380683251e-08 5.805741250778281e-07 5.805745108287408e-07
1e-20 35364.55 834.7295568808784 0.6811744081355096 0.030067690298440135 0.8566555513598405 0.7359616053270138 0.027480120850094308 5.525419179002827e-08 1.0942836527252926e-07 7.845649225896435e-07 7.845650569530197e-07
1e-20 36305.56 734.4978125632865 0.6783862099946679 0.029777127981789726 0.9004519130116131 0.7327148199103458 0.02733519844574832 6.672742400934004e-08 1.2881274727325753e-07 1.0534823229332634e-06 1.053482387368566e-06
1e-20 37271.61 533.2830008179009 0.6862720742622875 0.02918996723232133 0.8521974852160916 0.7284104170418624 0.02742405997135128 8.702362053424227e-08 1.5172154284895113e-07 1.411516293572024e-06 1.4115163442464988e-06
1e-20 38263.36 299.96757013591645 0.7029336273758555 0.02869318398867025 0.7991234435110705 0.7243258758318769 0.027808683456558292 1.198015112126532e-07 1.8226195786463188e-07 1.8916139117774725e-06 1.8916139605678603e-06
1e-20 39281.5 149.9108655535463 0.71132159593125 0.02932653775063642 0.8840952710561951 0.7174643168068413 0.029013216296344936 1.6457415959435243e-07 2.2104286401751255e-07 2.527157443774633e-06 2.5271575356295e-06
1e-20 40326.74 86.8606377651876 0.6736304476653651 0.03710237166529407 1.4046180315851733 0.6729703136430916 0.037099998426376825 2.15351134181539e-07 2.3079946133031922e-07 3.293304048952301e-06 3.2933048950402433e-06
1e-20 41399.79 67.65842464520462 0.5797649083201073 0.07556180388967296 3.320334834408029 0.5555652874239485 0.07784515852485746 2.8314301562558604e-07 2.1509594140643143e-07 4.359971504993652e-06 4.3599775329216676e-06
1e-20 42501.39 67.34408196774395 0.48081576645961516 0.21767107392713497 4.116648104780489 0.4716565274500506 0.22086839626592572 7.691365293635013e-07 7.037315438298135e-07 5.875725453411947e-06 5.875753860032788e-06
1e-20 43632.3 83.59077598069388 0.66510037007261 0.5940151197407062 0.49100804306718093 0.5349938876701332 0.5026887913565986 9.540158338003384e-06 9.334545098426677e-06 8.068161585986155e-06 8.068261037085312e-06
1e-20 44793.3 152.24099530608274 0.94124125935908 1.3106208030962627 0.3668950955937937 0.6486162163162269 0.8103618282927665 6.0887917223357164e-05 5.21439167078905e-05 1.1289836515909964e-05 1.1290101572044524e-05
1e-20 45985.2 432.44794332664065 0.8977405652428132 1.160133794741186 0.5227082588287991 0.7423466335822758 1.0620566037253232 0.00016436912756598773 0.00013641357372420911 1.6112912774795212e-05 1.6113462749850188e-05
1e-20 47208.81 1518.0406821641038 0.9087002580752434 1.2845082735604947 0.5580649313869399 0.8174350483872249 1.2492661217654764 0.00028682061301385937 0.000256145999664299 2.3496980840044533e-05 2.3497919992496978e-05
1e-20 48464.99 5519.904617728447 0.9250814709273557 1.4158781356033563 0.5456234465543258 0.8732626084552033 1.391565922901595 0.00043129999326831623 0.00040651551116703663 3.372738213203207e-05 3.3728662522045e-05
1e-20 49754.58 19511.285607125807 0.9367556968713201 1.5320503782276917 0.5308972142085612 0.9109577105070195 1.5074917739679772 0.000601600587214322 0.0005853582927363637 4.889236544696308e-05 4.889371194160789e-05
1e-20 51078.49 64439.11511297569 0.9444954269684028 1.6360254301899677 0.5205862602662397 0.9344815555508567 1.608032278795567 0.0008028166965639869 0.0007937703578430469 7.305471278234244e-05 7.305584167829452e-05
1e-20 52437.63 184157.71709928793 0.9495928797984181 1.7294464879918803 0.5139639003316487 0.9474308231416462 1.6985801828510938 0.0010410505350508192 0.0010346808317434058 0.0001139526704168677 0.00011395344688228958
1e-20 53832.94 397162.92593103537 0.9527177203763639 1.8085036159447272 0.5100880563659403 0.9535124612454252 1.776378274098613 0.0013209770999993132 0.0013124887840824466 0.00018882717285173645 0.0001888276449578148
1e-20 55265.37 595401.4263163038 0.9543009423988286 1.8703998429613446 0.5083949379261283 0.9559939806721608 1.8376312625137328 0.0016503548674347771 0.001636458234739222 0.0003427361523924519 0.00034273643737617386
1e-20 56735.92 683203.1196918936 0.9549722902393781 1.9200210891328566 0.5080559155442905 0.956875750091487 1.8866331071146207 0.0020527759462160206 0.002029968863603799 0.0007325964783828643 0.0007325966285893127
1e-20 58245.59 689324.5905620937 0.9552593821512871 1.963711262561892 0.5083892248117622 0.9571132011588369 1.9297281673450066 0.0025902782877622937 0.0025514137068186385 0.002300261768270776 0.0023002618272883247
1e-20 59795.44 650232.1478268243 0.955344537815437 2.003966717272756 0.5092388339016696 0.9570226399171524 1.9694286823732565 nan nan nan nan
1e-20 61386.53 562557.8038200819 0.9550761412935848 2.0396930683129457 0.5108110470450157 0.9564235204856444 2.0045739840019356 nan nan nan nan
1e-20 63019.95 405975.7748506531 0.9539073053145157 2.066965661446566 0.5131367703478419 0.9543179651437166 2.031295387219417 nan nan nan nan
1e-20 64696.84 221197.0765036022 0.9511843392839034 2.082590959676308 0.5132624903536231 0.9483581568981765 2.046788971766276 nan nan nan nan
1e-20 66418.34 97776.15943870266 0.9464376155599804 2.1089772085227176 0.4985160632978541 0.9335230476745747 2.0709743570319405 nan nan nan nan
1e-20 68185.66 44594.521316399034 0.9423254570430873 2.2380733084328246 0.4403405133796374 0.9025260292849159 2.1616863552830634 nan nan nan nan
1e-20 70000.0 26023.80817374502 0.9494853145114573 2.7626178040705724 0.3380216679956106 0.8519913017293451 2.387920995299912 nan nan nan nan
3e-20 5200.0 2.164696218605714 0.6126357667368334 0.018726878705875513 1.4132019098827708 0.589352968648937 0.01882071746331817 nan 4.556532022348953e-17 nan 6.088607038534578e-16
3e-20 5338.37 1.1732599690189331 0.607695058536855 0.01543536511468525 1.5294639158410734 0.574975381667107 0.01555718289648174 nan 2.1195420872725762e-17 nan 9.566571745620808e-16
3e-20 5480.41 0.758206513788454 0.5978909807500868 0.01251099341193154 1.496294342082732 0.556158445571701 0.012620556492552894 nan 7.255024352339598e-18 nan 1.397503030775461e-15
3e-20 5626.24 0.6401588130154273 0.5841016911373316 0.010100209509227747 1.2590785965686988 0.5365945877945428 0.010143774811837352 nan 2.1723179347840705e-18 nan 1.895695688364917e-15
3e-20 5775.95 0.6777401330397186 0.5500837599403147 0.008110503091228958 1.3335972711093647 0.5216004446030671 0.008165289362363368 nan 7.8931956639675e-19 nan 2.443484221455138e-15
3e-20 5929.64 0.8120607767672775 0.5199793200215678 0.006642806704647647 2.1844396636515264 0.5160913847756362 0.006660732540897177 nan 5.067107823807586e-19 nan 3.0088242004878847e-15
3e-20 6087.42 1.0264258504905186 0.5303365637498798 0.0055573840149480015 3.3719539901436186 0.5239612968478352 0.0055910597720652865 nan 7.836297567090989e-19 nan 3.533897889565904e-15
3e-20 6249.4 1.3274074138919236 0.5581052756339285 0.004846705450757255 3.538125928437129 0.5474088528123794 0.004898371563306007 nan 3.1741607033340464e-18 nan 3.387969659816813e-15
3e-20 6415.69 1.7468886507909955 0.5919890591687489 0.004456562427403935 3.0428144886374353 0.5824693142273519 0.004498185549174838 nan 2.2488451721347708e-17 nan 2.6785086842633893e-15
3e-20 6586.4 2.3692056322845083 0.6267367025646244 0.004288577221197775 2.70074103257821 0.6167754994742667 0.0043290139140403205 nan 1.3480042506091068e-16 nan 1.89328106187031e-15
3e-20 6761.66 3.3858337317111804 0.6554152569786118 0.0042914103306957154 2.839682364895071 0.6399463476994676 0.004356811235269179 nan 4.640049451790755e-16 nan 1.2458921706744629e-15
3e-20 6941.58 5.064730469220386 0.6743442886460159 0.004450177627050728 3.1722907892233754 0.6522146174890403 0.00455450856277753 nan 1.0282251559000321e-15 nan 7.226104873004684e-16
3e-20 7126.29 7.366823974170685 0.6831177681923478 0.004780482063697781 3.2819737275489897 0.6571823366822837 0.004919773664281944 nan 1.7726041015893408e-15 nan 3.9888495445980095e-16
3e-20 7315.91 9.694073193246698 0.6828557981936522 0.005307900047846017 3.234652198922453 0.655704292413995 0.0054760479297041665 nan 2.4992183995743314e-15 nan 2.2470428258268317e-16
3e-20 7510.58 11.611860093169657 0.6751658604498622 0.006058700790732115 3.219449823092993 0.647384816020373 0.006259987382247855 nan 2.8483258593296673e-15 nan 1.3597820314785049e-16
3e-20 7710.42 13.284146608390971 0.6626047778605065 0.007055466493044689 3.3209225942054856 0.6344866693916629 0.007299602576764321 nan 2.821754650836304e-15 nan 1.6524623630754164e-16
3e-20 7915.59 14.925376874027096 0.6482785291786035 0.008319952688973316 3.551739324317938 0.6202129540311658 0.00861938679460117 nan 2.70264056210766e-15 nan 3.0401317172016096e-16
3e-20 8126.21 16.3922991947489 0.6343746237917376 0.009862445567742996 3.803063295842442 0.6068982574352482 0.010224919343100353 nan 2.7066057954742237e-15 nan 6.551858255760008e-16
3e-20 8342.44 17.419371051520958 0.621631138391449 0.011672975283191278 3.854729863296209 0.5958999110818635 0.01208345875759121 nan 2.961324892924164e-15 nan 1.4334413724104584e-15
3e-20 8564.43 18.35464440732806 0.6102000519929683 0.0136935061398841 3.577626712637651 0.5865644553001368 0.014128336107579983 nan 3.418501125576805e-15 nan 2.9707423748099817e-15
3e-20 8792.32 20.025809841944398 0.6012976442744128 0.01567664256911981 3.3351588783948563 0.5764910153303787 0.016179865260017863 nan 3.7092344651755015e-15 nan 5.738041434220995e-15
3e-20 9026.27 22.90789114237054 0.5978223383170386 0.017018140180367295 3.5710288258203744 0.5678145735566834 0.017697077470175758 nan 3.9475570616418905e-15 nan 1.1007398365000575e-14
3e-20 9266.45 27.378912127606306 0.6019441773616118 0.01711340748293161 4.40494320609099 0.564867510481842 0.018024184790075382 nan 4.722546261689035e-15 nan 1.917247983306038e-14
3e-20 9513.02 33.703321149835666 0.6116734208975235 0.0162398800558397 4.910979956074693 0.570024014600776 0.01726635080416858 nan 7.103324388753465e-15 nan 3.0064632281978267e-14
3e-20 9766.15 41.18158282423292 0.6230408443650831 0.015194389428721712 4.186811313476029 0.5843918940797405 0.016099869527734432 nan 1.4563074307982195e-14 nan 4.377452590941271e-14
3e-20 10026.01 49.021677042834355 0.6351083398585039 0.014229357243056009 3.301985984998075 0.6062297804715012 0.01485837151099218 nan 3.7349783531707744e-14 nan 6.142047388038864e-14
3e-20 10292.79 57.37106467494259 0.6489350073761152 0.013186444544107842 2.6733016069584683 0.6311930912899537 0.013539356359570444 nan 9.813386885425928e-14 nan 8.580313405600388e-14
3e-20 10566.67 66.64196559824082 0.6647727297651547 0.01204362062988657 2.2218112225058815 0.6554745650531598 0.01220704495846211 nan 2.3223637323805284e-13 nan 1.2210120135458294e-13
3e-20 10847.84 76.98094203585775 0.6807228746312897 0.011080737207022432 1.867589686735085 0.6771038440538931 0.01113169726127298 nan 4.894297550915455e-13 nan 1.7899830250422642e-13
3e-20 11136.49 88.14052441220636 0.6943527664480771 0.01056602707238522 1.5704781648588453 0.6946661245393894 0.010546127320673112 nan 9.347066599080702e-13 nan 2.7178690414050615e-13
3e-20 11432.82 99.52106945475404 0.7037524624680295 0.010600516184129246 1.3275543183835825 0.7057377614275985 0.010540263796281172 nan 1.5761894836843858e-12 nan 4.22137529509758e-13
3e-20 11737.03 111.26877523862439 0.7073167152959071 0.01115492146866585 1.1630596037182899 0.7094111993344868 0.011069357690444637 nan 2.3208982967282557e-12 nan 6.399230082485008e-13
3e-20 12049.34 125.7768880525927 0.7034000176664658 0.012169032657454056 1.1176606070612418 0.7062960518936645 0.01204368426190556 nan 3.0097171541941375e-12 nan 9.248487595423254e-13
3e-20 12369.96 146.3153394129279 0.692206732128833 0.013676598276800917 1.2313506494059467 0.697076607709117 0.013485324159037455 nan 3.484726677069067e-12 nan 1.282685581299279e-12
3e-20 12699.11 178.7500824846763 0.6778227098210448 0.01574367551986697 1.4907494004682962 0.6830408284619867 0.015491041394413796 nan 3.7087560585515145e-12 nan 1.6884934260656507e-12
3e-20 13037.02 241.15485614833872 0.6655410198973039 0.01829385272130633 1.4901408622288816 0.6658090335638814 0.01809878899874512 nan 3.728791000167742e-12 nan 2.121138520103216e-12
3e-20 13383.92 353.6711147723001 0.6532961197992017 0.021317007432366922 1.2090675447843513 0.6479527074498772 0.02119324160513414 nan 3.70196575173402e-12 nan 2.836375886965487e-12
3e-20 13740.05 484.647625374865 0.636766100551829 0.024714064641443666 1.0944449981336872 0.6342168354736024 0.024319927080969656 nan 3.995724941556143e-12 nan 3.963462104765404e-12
3e-20 14105.65 585.4144659700977 0.6182742822076817 0.027947110210825854 1.1607644303728757 0.6273603333263643 0.026837784327678162 nan 4.928670807852707e-12 nan 5.635261697234669e-12
3e-20 14480.99 654.3452801160664 0.6026858208184546 0.030483077945298163 1.4169050254927888 0.62593422910137 0.0284433376390215 nan 6.6455623980419875e-12 nan 8.049722117441123e-12
3e-20 14866.31 705.2462361612138 0.5962785766918622 0.031427615561510004 1.747187225232738 0.6285925771929922 0.028807067813858427 1.0740784107706931e-13 9.312153079607402e-12 nan 1.145552973465184e-11
